Age,Attrition,BusinessTravel,DistanceFromHome,Education,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,WorkLifeBalance
Senior,No,Rarely,Short,Master,Manager,Medium,Married,Higher,No,Excellent,Expert,Better
Middle-age,No,Frequently,Short,College,Rappresentative,High,Single,On_average,No,Excellent,Beginner,Good
Young,No,Frequently,Medium,Bachelor,Technician,Medium,Divorced,Lower,No,Excellent,Competent,Good
Senior,No,Rarely,Long,Bachelor,Rappresentative,Very_high,Single,On_average,No,Excellent,Proficient,Better
Young,No,Rarely,Short,Below_college,Rappresentative,Very_high,Married,On_average,Yes,Excellent,Competent,Good
Middle-age,No,Rarely,Short,Bachelor,Technician,High,Married,Lower,No,Excellent,Competent,Best
Young,No,Frequently,Short,Bachelor,Technician,High,Divorced,Lower,Yes,Excellent,Beginner,Better
Young,Yes,Non-Travel,Short,Below_college,Technician,High,Single,Lower,No,Excellent,Novice,Better
Middle-age,Yes,Rarely,Short,Master,Rappresentative,Low,Single,Higher,Yes,Excellent,Beginner,Better
Senior,No,Rarely,Medium,Master,Technician,Very_high,Married,On_average,Yes,Excellent,Beginner,Better
Middle-age,Yes,Frequently,Medium,Bachelor,Technician,High,Married,Lower,No,Excellent,Novice,Good
Middle-age,No,Rarely,Long,College,Rappresentative,Very_high,Divorced,On_average,No,Excellent,Competent,Better
Young,No,Rarely,Short,Bachelor,Technician,High,Married,Lower,No,Excellent,Beginner,Better
Middle-age,No,Rarely,Short,Below_college,Rappresentative,High,Married,On_average,No,Outstanding,Beginner,Good
Middle-age,No,Rarely,Short,Master,Technician,High,Single,On_average,No,Excellent,Beginner,Bad
Young,Yes,Rarely,Long,Below_college,Director,Low,Married,Higher,No,Excellent,Competent,Bad
Senior,No,Frequently,Short,Master,Director,High,Single,Higher,No,Excellent,Expert,Good
Senior,Yes,Frequently,Medium,Bachelor,Manager,Low,Single,Higher,Yes,Excellent,Expert,Good
Senior,No,Rarely,Short,Master,Rappresentative,Low,Single,On_average,No,Excellent,Competent,Best
Middle-age,No,Rarely,Short,Master,Technician,High,Married,Lower,No,Excellent,Competent,Better
Young,No,Rarely,Long,Bachelor,Technician,Medium,Single,Lower,No,Outstanding,Beginner,Better
Young,Yes,Rarely,Medium,Below_college,Technician,Very_high,Married,Lower,Yes,Excellent,Novice,Good
Young,No,Rarely,Short,Master,Technician,Very_high,Married,On_average,No,Outstanding,Competent,Better
Middle-age,No,Rarely,Medium,Bachelor,Rappresentative,High,Married,Higher,No,Excellent,Competent,Better
Senior,No,Frequently,Long,College,Rappresentative,Very_high,Married,On_average,Yes,Excellent,Proficient,Bad
Middle-age,No,Rarely,Short,Bachelor,Director,Medium,Divorced,Higher,No,Excellent,Proficient,Best
Middle-age,No,Frequently,Short,Bachelor,Rappresentative,Low,Single,On_average,No,Outstanding,Competent,Better
Middle-age,No,Frequently,Short,Master,Technician,Very_high,Married,Lower,No,Excellent,Novice,Best
Senior,Yes,Rarely,Short,Bachelor,Rappresentative,High,Single,On_average,No,Excellent,Competent,Good
Middle-age,No,Non-Travel,Short,Below_college,Technician,Low,Divorced,Lower,No,Excellent,Novice,Better
Senior,No,Rarely,Short,Master,Manager,Low,Divorced,Higher,No,Excellent,Expert,Better
Young,No,Rarely,Short,Below_college,Technician,Very_high,Married,Lower,No,Excellent,Competent,Better
Young,No,Rarely,Short,College,Technician,Low,Single,Lower,No,Outstanding,Novice,Better
Senior,No,Rarely,Short,Bachelor,Technician,High,Married,On_average,Yes,Excellent,Competent,Good
Middle-age,No,Rarely,Short,Bachelor,Rappresentative,Very_high,Married,On_average,No,Excellent,Competent,Good
Young,No,Rarely,Short,Bachelor,Technician,High,Single,Lower,No,Excellent,Novice,Good
Senior,Yes,Rarely,Medium,Master,Technician,High,Single,Lower,Yes,Excellent,Beginner,Better
Senior,No,Rarely,Short,College,Manager,High,Divorced,Higher,No,Excellent,Expert,Better
Young,No,Rarely,Medium,Below_college,Technician,Very_high,Married,Lower,Yes,Excellent,Beginner,Good
Young,Yes,Frequently,Short,Master,Technician,Very_high,Married,Lower,Yes,Excellent,Novice,Better
Senior,No,Rarely,Short,Bachelor,Manager,Low,Married,Higher,No,Outstanding,Expert,Better
Senior,No,Non-Travel,Medium,Bachelor,Technician,High,Single,Lower,No,Excellent,Beginner,Better
Middle-age,No,Rarely,Short,Bachelor,Technician,High,Married,Lower,No,Excellent,Beginner,Better
Senior,Yes,Non-Travel,Short,College,Technician,Low,Divorced,Lower,No,Excellent,Beginner,Bad
Middle-age,No,Rarely,Long,Master,Rappresentative,Low,Divorced,On_average,No,Excellent,Competent,Better
Senior,No,Frequently,Short,Master,Rappresentative,Medium,Married,On_average,No,Excellent,Beginner,Better
Senior,No,Frequently,Short,Bachelor,Manager,Low,Married,Higher,No,Outstanding,Expert,Better
Young,No,Rarely,Medium,Master,Technician,Low,Married,Lower,No,Excellent,Beginner,Better
Senior,No,Rarely,Medium,College,Manager,Medium,Married,Higher,No,Excellent,Expert,Better
Middle-age,No,Rarely,Medium,Master,Rappresentative,Low,Married,Higher,Yes,Excellent,Proficient,Better
Young,Yes,Rarely,Medium,College,Technician,Medium,Married,Lower,No,Excellent,Novice,Bad
Middle-age,No,Frequently,Long,Bachelor,Rappresentative,High,Married,On_average,No,Excellent,Competent,Good
Middle-age,No,Rarely,Short,Master,Technician,High,Divorced,Lower,No,Excellent,Competent,Better
Middle-age,No,Rarely,Short,Master,Rappresentative,High,Divorced,Lower,No,Excellent,Competent,Good
Senior,No,Rarely,Long,Master,Rappresentative,Very_high,Single,On_average,No,Outstanding,Expert,Better
Young,No,Rarely,Long,Bachelor,Technician,Very_high,Single,Lower,No,Excellent,Novice,Better
Senior,No,Rarely,Short,Master,Rappresentative,Very_high,Divorced,Higher,No,Excellent,Competent,Good
Senior,No,Non-Travel,Short,Doctor,Rappresentative,Low,Married,On_average,No,Excellent,Competent,Best
Senior,No,Rarely,Short,Master,Rappresentative,Very_high,Divorced,On_average,Yes,Excellent,Competent,Better
Middle-age,No,Frequently,Medium,Bachelor,Technician,Medium,Married,Lower,No,Outstanding,Novice,Better
Middle-age,No,Frequently,Short,College,Rappresentative,High,Single,On_average,Yes,Excellent,Competent,Better
Middle-age,No,Rarely,Short,Bachelor,Director,Low,Divorced,Higher,Yes,Outstanding,Proficient,Better
Middle-age,No,Rarely,Short,Bachelor,Technician,Very_high,Married,Lower,No,Excellent,Proficient,Better
Senior,No,Rarely,Medium,Bachelor,Rappresentative,Medium,Divorced,Higher,No,Excellent,Competent,Best
Young,No,Rarely,Medium,Master,Rappresentative,Very_high,Single,On_average,No,Excellent,Beginner,Better
Middle-age,No,Rarely,Short,Bachelor,Technician,Medium,Married,Lower,Yes,Outstanding,Competent,Better
Senior,No,Frequently,Long,Doctor,Director,Low,Married,Higher,Yes,Excellent,Expert,Better
Middle-age,No,Non-Travel,Short,College,Director,Very_high,Married,Higher,Yes,Excellent,Proficient,Good
Young,No,Rarely,Medium,Bachelor,Technician,Low,Married,Lower,Yes,Excellent,Competent,Good
Senior,No,Frequently,Short,Master,Director,High,Divorced,Higher,No,Excellent,Expert,Bad
Senior,No,Rarely,Short,Below_college,Technician,Very_high,Married,Lower,No,Excellent,Competent,Better
Young,Yes,Non-Travel,Medium,Bachelor,Technician,Medium,Single,Lower,Yes,Outstanding,Novice,Best
Young,No,Rarely,Short,Bachelor,Technician,Very_high,Divorced,On_average,No,Excellent,Beginner,Better
Senior,No,Rarely,Short,Bachelor,Manager,Very_high,Married,Higher,No,Excellent,Expert,Better
Middle-age,No,Rarely,Medium,College,Rappresentative,Low,Married,Higher,Yes,Excellent,Beginner,Good
Middle-age,No,Rarely,Long,Bachelor,Rappresentative,Low,Single,Higher,No,Excellent,Competent,Better
Senior,No,Rarely,Short,Bachelor,Rappresentative,Very_high,Single,On_average,No,Excellent,Competent,Better
Senior,No,Rarely,Short,Bachelor,Manager,Very_high,Married,Higher,No,Excellent,Expert,Better
Senior,No,Rarely,Short,College,Manager,High,Married,Higher,No,Excellent,Expert,Best
Middle-age,No,Frequently,Short,Bachelor,Technician,Medium,Married,On_average,No,Excellent,Competent,Good
Senior,No,Rarely,Short,College,Technician,Medium,Single,Lower,No,Excellent,Competent,Good
Young,No,Rarely,Short,College,Technician,High,Divorced,Lower,No,Excellent,Beginner,Better
Young,No,Rarely,Short,Bachelor,Rappresentative,Very_high,Divorced,Higher,Yes,Excellent,Beginner,Better
Senior,No,Rarely,Short,Bachelor,Manager,Very_high,Single,Higher,No,Excellent,Expert,Best
Young,No,Rarely,Short,Bachelor,Manager,Very_high,Divorced,Higher,No,Excellent,Competent,Good
Middle-age,No,Rarely,Long,Bachelor,Technician,High,Married,Lower,No,Excellent,Novice,Good
Senior,No,Rarely,Short,Bachelor,Manager,Medium,Married,Higher,No,Excellent,Expert,Better
Middle-age,No,Rarely,Medium,Doctor,Director,High,Divorced,Higher,Yes,Excellent,Competent,Better
Young,No,Rarely,Long,Bachelor,Technician,Very_high,Single,Lower,Yes,Excellent,Novice,Better
Young,No,Rarely,Short,College,Technician,High,Married,Lower,No,Outstanding,Novice,Better
Young,Yes,Frequently,Long,Below_college,Technician,Very_high,Single,Lower,Yes,Excellent,Novice,Better
Young,No,Rarely,Short,College,Technician,Very_high,Single,Lower,Yes,Outstanding,Competent,Good
Senior,Yes,Rarely,Short,Bachelor,Manager,Medium,Single,Higher,Yes,Excellent,Expert,Better
Senior,No,Non-Travel,Short,Below_college,Manager,Medium,Divorced,Higher,Yes,Excellent,Expert,Better
Young,Yes,Frequently,Medium,College,Technician,High,Single,Lower,No,Outstanding,Novice,Bad
Senior,No,Rarely,Short,College,Manager,Medium,Married,Higher,No,Excellent,Expert,Better
Middle-age,No,Rarely,Short,Bachelor,Rappresentative,Low,Single,On_average,Yes,Excellent,Beginner,Better
Senior,No,Frequently,Short,Bachelor,Manager,Medium,Divorced,Higher,Yes,Outstanding,Expert,Good
Senior,No,Rarely,Medium,Master,Director,Very_high,Single,Higher,No,Excellent,Expert,Good
Middle-age,No,Frequently,Medium,Bachelor,Rappresentative,Medium,Divorced,On_average,No,Excellent,Proficient,Best
Young,No,Frequently,Short,Master,Technician,High,Single,Lower,Yes,Excellent,Beginner,Good
Senior,No,Rarely,Short,College,Manager,Low,Divorced,Higher,No,Excellent,Expert,Good
Middle-age,No,Frequently,Medium,Bachelor,Rappresentative,Medium,Married,On_average,No,Excellent,Competent,Best
Middle-age,No,Rarely,Short,Below_college,Technician,High,Married,Lower,Yes,Excellent,Beginner,Better
Senior,No,Rarely,Short,Master,Rappresentative,Medium,Married,Lower,Yes,Excellent,Proficient,Better
Senior,No,Rarely,Short,Master,Director,Very_high,Single,Higher,No,Excellent,Expert,Best
Middle-age,No,Rarely,Short,Master,Rappresentative,Medium,Single,On_average,Yes,Excellent,Proficient,Better
Senior,Yes,Rarely,Medium,Bachelor,Director,Very_high,Married,Higher,No,Excellent,Competent,Better
Young,No,Frequently,Short,Bachelor,Technician,Very_high,Married,On_average,Yes,Excellent,Novice,Better
Senior,No,Frequently,Short,College,Technician,High,Single,Lower,No,Excellent,Competent,Good
Middle-age,No,Non-Travel,Short,College,Rappresentative,High,Single,On_average,Yes,Excellent,Competent,Better
Young,Yes,Rarely,Short,Bachelor,Technician,High,Divorced,Lower,Yes,Excellent,Competent,Better
Young,No,Rarely,Short,Bachelor,Technician,Low,Single,Lower,No,Excellent,Beginner,Good
Young,No,Rarely,Short,Bachelor,Technician,Medium,Single,Lower,No,Excellent,Novice,Good
Middle-age,No,Rarely,Short,Bachelor,Rappresentative,Very_high,Married,On_average,No,Excellent,Competent,Best
Senior,No,Frequently,Long,Bachelor,Manager,Medium,Single,Higher,No,Outstanding,Expert,Better
Middle-age,No,Rarely,Medium,Master,Manager,Medium,Divorced,Higher,Yes,Excellent,Expert,Better
Senior,No,Rarely,Long,Master,Technician,High,Divorced,Lower,No,Excellent,Novice,Better
Middle-age,Yes,Rarely,Short,College,Rappresentative,High,Married,On_average,No,Excellent,Competent,Better
Middle-age,Yes,Rarely,Long,Bachelor,Technician,Low,Single,On_average,No,Excellent,Beginner,Better
Middle-age,No,Rarely,Short,Bachelor,Rappresentative,Very_high,Married,On_average,No,Excellent,Competent,Better
Middle-age,No,Rarely,Medium,Master,Director,High,Married,Higher,No,Excellent,Competent,Better
Senior,No,Rarely,Short,College,Technician,Low,Single,Lower,No,Excellent,Competent,Best
Young,No,Non-Travel,Short,Bachelor,Rappresentative,Very_high,Married,Higher,No,Excellent,Competent,Better
Senior,No,Rarely,Long,Bachelor,Manager,Low,Married,Higher,Yes,Excellent,Expert,Better
Senior,Yes,Rarely,Long,Master,Director,Medium,Single,Higher,Yes,Excellent,Competent,Better
Senior,Yes,Rarely,Short,Bachelor,Director,Medium,Single,Higher,Yes,Excellent,Competent,Good
Middle-age,No,Rarely,Medium,Master,Director,Low,Married,Higher,Yes,Outstanding,Competent,Better
Middle-age,No,Rarely,Medium,College,Rappresentative,High,Single,On_average,No,Excellent,Competent,Better
Middle-age,No,Non-Travel,Short,Master,Director,High,Divorced,Higher,Yes,Excellent,Competent,Good
Senior,No,Non-Travel,Medium,College,Rappresentative,Medium,Single,On_average,No,Excellent,Proficient,Better
Middle-age,Yes,Frequently,Short,Bachelor,Technician,Medium,Single,Lower,Yes,Excellent,Beginner,Best
Senior,Yes,Rarely,Short,Bachelor,Technician,Low,Married,Lower,No,Excellent,Competent,Best
Senior,No,Non-Travel,Short,Below_college,Manager,High,Married,Higher,Yes,Excellent,Expert,Good
Senior,No,Rarely,Short,College,Manager,High,Married,Higher,No,Excellent,Expert,Better
Senior,No,Rarely,Short,Master,Manager,Medium,Single,Higher,No,Excellent,Expert,Better
Senior,No,Non-Travel,Medium,College,Technician,High,Divorced,Lower,No,Excellent,Beginner,Better
Middle-age,No,Rarely,Short,Bachelor,Director,Very_high,Divorced,Higher,No,Excellent,Competent,Good
Senior,No,Rarely,Short,Bachelor,Rappresentative,Very_high,Single,On_average,No,Excellent,Competent,Better
Senior,No,Frequently,Short,Bachelor,Rappresentative,Low,Divorced,On_average,No,Excellent,Competent,Better
Middle-age,No,Frequently,Short,Master,Rappresentative,High,Single,On_average,Yes,Excellent,Competent,Better
Senior,No,Rarely,Short,Bachelor,Manager,Medium,Divorced,Higher,Yes,Excellent,Expert,Better
Middle-age,No,Rarely,Short,College,Rappresentative,Low,Divorced,Higher,No,Excellent,Competent,Better
Middle-age,No,Rarely,Medium,College,Rappresentative,Low,Single,On_average,No,Excellent,Competent,Best
Young,No,Rarely,Medium,Below_college,Technician,Very_high,Married,On_average,No,Excellent,Competent,Good
Senior,Yes,Rarely,Short,Master,Director,Low,Married,Higher,Yes,Excellent,Expert,Good
Senior,No,Rarely,Short,Master,Technician,Medium,Married,Lower,No,Outstanding,Competent,Better
Middle-age,No,Frequently,Short,Bachelor,Rappresentative,Low,Married,On_average,No,Excellent,Proficient,Good
Senior,No,Rarely,Short,Bachelor,Director,Very_high,Single,Higher,No,Excellent,Competent,Better
Young,No,Rarely,Medium,Bachelor,Technician,Very_high,Married,Lower,No,Excellent,Beginner,Better
Senior,No,Rarely,Medium,College,Manager,Medium,Single,Higher,No,Excellent,Expert,Good
Young,No,Non-Travel,Short,Bachelor,Technician,Very_high,Single,Lower,No,Excellent,Novice,Best
Middle-age,No,Rarely,Short,Bachelor,Rappresentative,Very_high,Married,On_average,No,Excellent,Competent,Better
Young,No,Frequently,Short,Below_college,Rappresentative,Very_high,Single,On_average,No,Outstanding,Competent,Better
Senior,Yes,Rarely,Medium,Master,Manager,High,Single,Higher,Yes,Excellent,Expert,Good
Senior,No,Rarely,Long,Bachelor,Manager,Medium,Married,Higher,Yes,Excellent,Expert,Better
Middle-age,No,Non-Travel,Long,Below_college,Technician,High,Divorced,Lower,No,Outstanding,Beginner,Better
Senior,No,Rarely,Short,Below_college,Rappresentative,High,Divorced,On_average,No,Outstanding,Proficient,Better
Middle-age,No,Rarely,Long,Bachelor,Rappresentative,High,Married,On_average,No,Excellent,Competent,Better
Middle-age,Yes,Frequently,Short,Bachelor,Technician,Very_high,Single,Lower,No,Excellent,Beginner,Best
Middle-age,Yes,Frequently,Medium,Master,Rappresentative,High,Married,On_average,Yes,Excellent,Beginner,Good
Middle-age,No,Frequently,Short,Bachelor,Technician,High,Divorced,Lower,No,Excellent,Beginner,Better
Middle-age,No,Rarely,Short,Master,Rappresentative,Very_high,Single,Higher,No,Excellent,Competent,Best
Young,No,Rarely,Long,Bachelor,Rappresentative,Low,Married,On_average,No,Excellent,Beginner,Better
Middle-age,Yes,Rarely,Long,Master,Rappresentative,High,Married,On_average,Yes,Excellent,Competent,Good
Middle-age,No,Rarely,Long,Master,Rappresentative,Very_high,Married,On_average,Yes,Excellent,Competent,Best
Senior,No,Frequently,Short,Bachelor,Director,Medium,Married,Higher,No,Excellent,Competent,Better
Senior,No,Frequently,Long,Bachelor,Rappresentative,Very_high,Divorced,On_average,Yes,Excellent,Competent,Good
Middle-age,No,Rarely,Short,Below_college,Technician,High,Married,Lower,Yes,Excellent,Competent,Better
Middle-age,No,Frequently,Short,Below_college,Rappresentative,Very_high,Married,Higher,No,Excellent,Competent,Best
Middle-age,No,Rarely,Short,Below_college,Rappresentative,Medium,Married,On_average,Yes,Excellent,Beginner,Good
Middle-age,No,Non-Travel,Long,College,Director,High,Married,Higher,No,Outstanding,Competent,Better
Young,No,Rarely,Medium,Below_college,Rappresentative,High,Married,On_average,No,Excellent,Beginner,Good
Senior,No,Frequently,Long,College,Manager,High,Married,Higher,Yes,Excellent,Expert,Good
Senior,No,Rarely,Short,Bachelor,Rappresentative,High,Single,On_average,Yes,Excellent,Expert,Bad
Young,No,Rarely,Medium,Bachelor,Rappresentative,Very_high,Married,On_average,Yes,Excellent,Beginner,Better
Young,Yes,Rarely,Medium,Master,Technician,High,Single,Lower,Yes,Excellent,Competent,Better
Young,No,Rarely,Short,Below_college,Technician,Very_high,Single,On_average,No,Excellent,Beginner,Better
Senior,No,Rarely,Medium,Bachelor,Manager,Low,Married,Higher,No,Excellent,Expert,Better
Senior,No,Rarely,Short,Master,Technician,Low,Married,Lower,No,Excellent,Competent,Bad
Middle-age,No,Rarely,Medium,Bachelor,Technician,High,Single,Lower,No,Excellent,Competent,Better
Middle-age,No,Frequently,Medium,College,Director,Very_high,Single,Higher,No,Excellent,Competent,Better
Young,No,Rarely,Short,Bachelor,Technician,Very_high,Married,Lower,No,Excellent,Competent,Good
Young,No,Rarely,Short,Bachelor,Technician,Low,Single,Lower,No,Excellent,Competent,Better
Young,No,Rarely,Medium,Bachelor,Director,Low,Single,Higher,No,Excellent,Competent,Good
Senior,Yes,Frequently,Long,College,Rappresentative,Low,Single,On_average,No,Outstanding,Expert,Better
Young,Yes,Frequently,Medium,Below_college,Director,Very_high,Single,Higher,Yes,Excellent,Competent,Better
Senior,No,Rarely,Short,Bachelor,Manager,Very_high,Single,Higher,No,Excellent,Expert,Good
Senior,No,Rarely,Short,Bachelor,Manager,Low,Married,Higher,Yes,Outstanding,Expert,Better
Senior,No,Rarely,Short,Master,Manager,Very_high,Divorced,Higher,No,Excellent,Expert,Best
Middle-age,No,Rarely,Short,Master,Rappresentative,Medium,Single,Higher,Yes,Excellent,Proficient,Better
Middle-age,Yes,Frequently,Short,Master,Technician,High,Single,Lower,No,Excellent,Novice,Better
Middle-age,No,Rarely,Short,Master,Rappresentative,Low,Divorced,On_average,No,Excellent,Competent,Better
Middle-age,No,Rarely,Short,Doctor,Manager,Medium,Single,Higher,No,Excellent,Competent,Best
Middle-age,No,Frequently,Short,Master,Technician,Low,Divorced,Lower,No,Excellent,Competent,Better
Middle-age,Yes,Rarely,Short,Bachelor,Technician,Medium,Single,Lower,No,Excellent,Novice,Best
Young,No,Rarely,Medium,Below_college,Technician,Low,Married,Lower,No,Excellent,Beginner,Best
Middle-age,No,Rarely,Short,Master,Rappresentative,Very_high,Single,On_average,No,Excellent,Competent,Good
Middle-age,No,Rarely,Medium,Master,Rappresentative,Low,Married,On_average,No,Excellent,Competent,Good
Senior,No,Rarely,Short,Bachelor,Technician,Very_high,Married,Lower,No,Excellent,Proficient,Good
Young,Yes,Rarely,Short,College,Technician,Low,Married,On_average,No,Excellent,Beginner,Better
Middle-age,No,Non-Travel,Short,College,Technician,High,Single,Lower,No,Excellent,Competent,Bad
Senior,No,Rarely,Short,College,Technician,Low,Married,Lower,No,Outstanding,Beginner,Best
Senior,No,Rarely,Short,Master,Manager,High,Married,Higher,No,Excellent,Expert,Best
Young,No,Rarely,Short,Below_college,Rappresentative,High,Married,On_average,Yes,Excellent,Beginner,Better
Middle-age,No,Rarely,Short,Doctor,Rappresentative,Very_high,Married,Higher,No,Excellent,Competent,Good
Middle-age,No,Rarely,Short,Bachelor,Technician,Medium,Married,Lower,No,Excellent,Competent,Good
Senior,No,Rarely,Short,Doctor,Technician,High,Married,Lower,Yes,Excellent,Competent,Good
Senior,No,Non-Travel,Short,Master,Rappresentative,High,Divorced,On_average,No,Excellent,Competent,Best
Middle-age,No,Rarely,Short,College,Director,Very_high,Divorced,Higher,No,Excellent,Competent,Better
Senior,Yes,Rarely,Short,Bachelor,Director,Very_high,Divorced,Higher,No,Excellent,Expert,Best
Middle-age,Yes,Non-Travel,Short,Bachelor,Technician,Low,Single,On_average,Yes,Outstanding,Competent,Best
Middle-age,Yes,Frequently,Short,Doctor,Director,Medium,Single,Higher,No,Excellent,Competent,Better
Senior,No,Rarely,Long,Bachelor,Director,Low,Divorced,Higher,Yes,Excellent,Expert,Better
Middle-age,No,Rarely,Short,College,Technician,Medium,Single,Lower,No,Excellent,Competent,Better
Middle-age,Yes,Frequently,Short,Bachelor,Technician,Very_high,Married,On_average,Yes,Excellent,Competent,Bad
Senior,No,Rarely,Long,Bachelor,Director,Very_high,Married,Higher,Yes,Excellent,Competent,Best
Senior,No,Rarely,Short,Bachelor,Rappresentative,Low,Divorced,On_average,No,Excellent,Proficient,Better
Middle-age,Yes,Rarely,Short,Master,Technician,High,Married,Lower,No,Excellent,Novice,Better
Senior,No,Non-Travel,Short,Below_college,Director,Medium,Divorced,Higher,No,Excellent,Proficient,Better
Young,No,Rarely,Short,Bachelor,Rappresentative,Low,Single,Higher,No,Excellent,Beginner,Better
Senior,No,Non-Travel,Short,Bachelor,Technician,High,Single,Lower,No,Excellent,Competent,Better
Senior,No,Rarely,Short,Bachelor,Manager,Medium,Single,Higher,No,Excellent,Expert,Good
Senior,No,Rarely,Short,Master,Rappresentative,High,Married,Higher,No,Excellent,Expert,Good
Senior,No,Rarely,Short,Bachelor,Technician,High,Divorced,Lower,No,Excellent,Competent,Best
Senior,No,Rarely,Long,Bachelor,Technician,Medium,Single,Lower,No,Excellent,Beginner,Good
Middle-age,No,Frequently,Short,Bachelor,Rappresentative,Low,Married,On_average,No,Excellent,Beginner,Better
Middle-age,No,Rarely,Short,Bachelor,Rappresentative,Low,Single,On_average,No,Excellent,Proficient,Better
Middle-age,No,Rarely,Medium,Below_college,Rappresentative,High,Married,On_average,No,Excellent,Beginner,Good
Senior,No,Frequently,Short,College,Technician,Very_high,Single,On_average,No,Excellent,Competent,Better
Senior,No,Frequently,Short,Doctor,Rappresentative,High,Married,On_average,No,Excellent,Competent,Good
Middle-age,No,Non-Travel,Short,Bachelor,Technician,High,Divorced,Lower,No,Excellent,Novice,Good
Senior,No,Rarely,Short,College,Rappresentative,High,Married,On_average,No,Outstanding,Competent,Good
Senior,No,Rarely,Short,Master,Director,Medium,Divorced,Higher,No,Excellent,Expert,Better
Middle-age,No,Frequently,Medium,Bachelor,Manager,Low,Divorced,Higher,No,Excellent,Proficient,Good
Young,Yes,Frequently,Short,Bachelor,Technician,High,Married,Lower,No,Excellent,Beginner,Best
Young,Yes,Frequently,Medium,Bachelor,Rappresentative,Medium,Single,On_average,No,Excellent,Competent,Bad
Middle-age,Yes,Rarely,Long,Master,Rappresentative,Medium,Single,On_average,Yes,Outstanding,Proficient,Best
Middle-age,No,Rarely,Short,Below_college,Technician,High,Married,Lower,No,Excellent,Novice,Better
Young,Yes,Frequently,Short,Bachelor,Technician,Low,Single,Lower,Yes,Excellent,Beginner,Good
Young,No,Non-Travel,Medium,College,Technician,Medium,Married,Lower,No,Excellent,Novice,Better
Senior,No,Frequently,Short,Below_college,Director,High,Single,Higher,Yes,Excellent,Proficient,Good
Young,No,Rarely,Medium,Bachelor,Rappresentative,High,Divorced,Higher,No,Excellent,Competent,Better
Middle-age,No,Rarely,Short,Bachelor,Technician,High,Divorced,Lower,No,Outstanding,Beginner,Best
Senior,No,Rarely,Short,Master,Rappresentative,High,Married,On_average,Yes,Excellent,Beginner,Better
Middle-age,No,Rarely,Short,Master,Technician,Medium,Married,On_average,No,Excellent,Competent,Better
Senior,No,Rarely,Medium,Bachelor,Rappresentative,High,Married,On_average,Yes,Excellent,Competent,Good
Young,Yes,Frequently,Short,College,Technician,Low,Single,Lower,No,Excellent,Competent,Good
Young,No,Rarely,Short,Bachelor,Technician,High,Divorced,Lower,No,Excellent,Novice,Bad
Young,No,Frequently,Short,Bachelor,Rappresentative,Low,Single,On_average,No,Excellent,Beginner,Better
Senior,No,Rarely,Short,College,Rappresentative,Low,Married,On_average,No,Outstanding,Competent,Better
Young,No,Frequently,Short,Below_college,Technician,Medium,Married,Lower,No,Excellent,Beginner,Better
Young,No,Rarely,Long,Below_college,Rappresentative,Medium,Married,Higher,No,Excellent,Competent,Good
Middle-age,No,Rarely,Short,Doctor,Rappresentative,High,Single,On_average,Yes,Excellent,Competent,Better
Middle-age,No,Rarely,Medium,Bachelor,Director,Very_high,Single,Higher,No,Outstanding,Competent,Best
Senior,No,Frequently,Medium,Master,Manager,Very_high,Divorced,Higher,No,Outstanding,Expert,Better
Young,Yes,Rarely,Short,Master,Technician,Low,Single,Lower,No,Excellent,Competent,Bad
Senior,No,Rarely,Long,Bachelor,Manager,Low,Married,Higher,No,Excellent,Expert,Best
Middle-age,No,Rarely,Short,Bachelor,Director,Medium,Single,Higher,No,Excellent,Competent,Better
Senior,No,Rarely,Short,Bachelor,Manager,Medium,Married,Higher,No,Excellent,Expert,Best
Middle-age,No,Rarely,Medium,Bachelor,Director,Medium,Single,Higher,No,Excellent,Competent,Bad
Young,No,Rarely,Long,Below_college,Rappresentative,High,Single,Lower,No,Excellent,Beginner,Better
Senior,Yes,Rarely,Short,Master,Technician,Low,Single,Lower,No,Excellent,Proficient,Bad
Middle-age,No,Rarely,Short,Bachelor,Director,High,Married,Higher,Yes,Excellent,Competent,Better
Middle-age,Yes,Frequently,Short,Bachelor,Technician,High,Single,On_average,No,Excellent,Competent,Bad
Senior,No,Frequently,Long,Doctor,Manager,Very_high,Single,Higher,Yes,Excellent,Expert,Better
Middle-age,No,Rarely,Short,College,Technician,High,Married,Lower,Yes,Outstanding,Competent,Better
Senior,No,Rarely,Short,Bachelor,Technician,Medium,Married,On_average,No,Excellent,Beginner,Better
Middle-age,No,Rarely,Medium,Bachelor,Rappresentative,Very_high,Married,On_average,No,Excellent,Competent,Better
Young,No,Rarely,Short,Below_college,Rappresentative,Low,Married,Higher,No,Excellent,Competent,Better
Middle-age,No,Rarely,Long,Bachelor,Rappresentative,Medium,Single,On_average,No,Excellent,Beginner,Better
Senior,No,Rarely,Long,Bachelor,Technician,Very_high,Married,Lower,No,Outstanding,Competent,Better
Senior,No,Frequently,Short,Bachelor,Director,Very_high,Married,Higher,Yes,Excellent,Expert,Bad
Senior,No,Rarely,Short,College,Rappresentative,Low,Married,On_average,No,Excellent,Competent,Best
Middle-age,No,Rarely,Long,Master,Rappresentative,High,Married,On_average,Yes,Excellent,Proficient,Better
